2025-11-24 10:15:35.207 INFO  [main @coroutine#1] jp.assasans.protanki.server.Main - Hello, 世界!
2025-11-24 10:41:37.032 DEBUG [main @coroutine#1] jp.assasans.protanki.server.commands.CommandRegistry - Discovered command handler: Lobby::SwitchGarage -> jp.assasans.protanki.server.commands.handlers.LobbyHandler::switchGarage
2025-11-24 10:41:37.032 DEBUG [main @coroutine#1] jp.assasans.protanki.server.commands.CommandRegistry - Discovered command handler: Lobby::UnsubscribeUserUpdate -> jp.assasans.protanki.server.commands.handlers.LobbyHandler::unsubscribeUserUpdate
2025-11-24 10:41:37.032 DEBUG [main @coroutine#1] jp.assasans.protanki.server.Server - Registered command handler: LobbyHandler
2025-11-24 10:41:37.055 DEBUG [main @coroutine#1] jp.assasans.protanki.server.commands.CommandRegistry - Discovered command handler: Garage::TryBuyItem -> jp.assasans.protanki.server.commands.handlers.GarageHandler::tryBuyItem
2025-11-24 10:41:37.055 DEBUG [main @coroutine#1] jp.assasans.protanki.server.commands.CommandRegistry - Discovered command handler: Garage::TryBuyKit -> jp.assasans.protanki.server.commands.handlers.GarageHandler::tryBuyKit
2025-11-24 10:41:37.055 DEBUG [main @coroutine#1] jp.assasans.protanki.server.commands.CommandRegistry - Discovered command handler: Garage::TryMountItem -> jp.assasans.protanki.server.commands.handlers.GarageHandler::tryMountItem
2025-11-24 10:41:37.055 DEBUG [main @coroutine#1] jp.assasans.protanki.server.commands.CommandRegistry - Discovered command handler: Garage::TryMountPreviewItem -> jp.assasans.protanki.server.commands.handlers.GarageHandler::tryMountPreviewItem
2025-11-24 10:41:37.055 DEBUG [main @coroutine#1] jp.assasans.protanki.server.Server - Registered command handler: GarageHandler
2025-11-24 10:41:37.058 DEBUG [main @coroutine#1] jp.assasans.protanki.server.commands.CommandRegistry - Discovered command handler: Battle::ActivateItem -> jp.assasans.protanki.server.commands.handlers.BattleSupplyHandler::activateItem
2025-11-24 10:41:37.058 DEBUG [main @coroutine#1] jp.assasans.protanki.server.commands.CommandRegistry - Discovered command handler: Battle::TryActivateBonus -> jp.assasans.protanki.server.commands.handlers.BattleSupplyHandler::tryActivateBonus
2025-11-24 10:41:37.058 DEBUG [main @coroutine#1] jp.assasans.protanki.server.Server - Registered command handler: BattleSupplyHandler
2025-11-24 10:41:37.061 DEBUG [main @coroutine#1] jp.assasans.protanki.server.commands.CommandRegistry - Discovered command handler: Battle::EnterSnipingMode -> jp.assasans.protanki.server.commands.handlers.ShotHandler::enterSnipingMode
2025-11-24 10:41:37.061 DEBUG [main @coroutine#1] jp.assasans.protanki.server.commands.CommandRegistry - Discovered command handler: Battle::ExitSnipingMode -> jp.assasans.protanki.server.commands.handlers.ShotHandler::exitSnipingMode
2025-11-24 10:41:37.061 DEBUG [main @coroutine#1] jp.assasans.protanki.server.commands.CommandRegistry - Discovered command handler: Battle::Fire -> jp.assasans.protanki.server.commands.handlers.ShotHandler::fire
2025-11-24 10:41:37.061 DEBUG [main @coroutine#1] jp.assasans.protanki.server.commands.CommandRegistry - Discovered command handler: Battle::FireArcade -> jp.assasans.protanki.server.commands.handlers.ShotHandler::fireArcade
2025-11-24 10:41:37.061 DEBUG [main @coroutine#1] jp.assasans.protanki.server.commands.CommandRegistry - Discovered command handler: Battle::FireStatic -> jp.assasans.protanki.server.commands.handlers.ShotHandler::fireStatic
2025-11-24 10:41:37.062 DEBUG [main @coroutine#1] jp.assasans.protanki.server.commands.CommandRegistry - Discovered command handler: Battle::FireTarget -> jp.assasans.protanki.server.commands.handlers.ShotHandler::fireTarget
2025-11-24 10:41:37.062 DEBUG [main @coroutine#1] jp.assasans.protanki.server.commands.CommandRegistry - Discovered command handler: Battle::ResetTarget -> jp.assasans.protanki.server.commands.handlers.ShotHandler::resetTarget
2025-11-24 10:41:37.062 DEBUG [main @coroutine#1] jp.assasans.protanki.server.commands.CommandRegistry - Discovered command handler: Battle::SetTarget -> jp.assasans.protanki.server.commands.handlers.ShotHandler::setTarget
2025-11-24 10:41:37.062 DEBUG [main @coroutine#1] jp.assasans.protanki.server.commands.CommandRegistry - Discovered command handler: Battle::StartEnergyDrain -> jp.assasans.protanki.server.commands.handlers.ShotHandler::startEnergyDrain
2025-11-24 10:41:37.062 DEBUG [main @coroutine#1] jp.assasans.protanki.server.commands.CommandRegistry - Discovered command handler: Battle::StartFire -> jp.assasans.protanki.server.commands.handlers.ShotHandler::startFire
2025-11-24 10:41:37.062 DEBUG [main @coroutine#1] jp.assasans.protanki.server.commands.CommandRegistry - Discovered command handler: Battle::StopFire -> jp.assasans.protanki.server.commands.handlers.ShotHandler::stopFire
2025-11-24 10:41:37.062 DEBUG [main @coroutine#1] jp.assasans.protanki.server.Server - Registered command handler: ShotHandler
2025-11-24 10:41:37.065 DEBUG [main @coroutine#1] jp.assasans.protanki.server.commands.CommandRegistry - Discovered command handler: Lobby::AcceptFriendRequest -> jp.assasans.protanki.server.commands.handlers.FriendsHandler::acceptFriendRequest
2025-11-24 10:41:37.065 DEBUG [main @coroutine#1] jp.assasans.protanki.server.commands.CommandRegistry - Discovered command handler: Lobby::CheckFriendUsername -> jp.assasans.protanki.server.commands.handlers.FriendsHandler::checkFriendUsername
2025-11-24 10:41:37.065 DEBUG [main @coroutine#1] jp.assasans.protanki.server.commands.CommandRegistry - Discovered command handler: Lobby::FriendReject -> jp.assasans.protanki.server.commands.handlers.FriendsHandler::friendReject
2025-11-24 10:41:37.065 DEBUG [main @coroutine#1] jp.assasans.protanki.server.commands.CommandRegistry - Discovered command handler: Lobby::FriendRejectAll -> jp.assasans.protanki.server.commands.handlers.FriendsHandler::friendRejectAll
2025-11-24 10:41:37.065 DEBUG [main @coroutine#1] jp.assasans.protanki.server.commands.CommandRegistry - Discovered command handler: Lobby::FriendRemoveNewAccepted -> jp.assasans.protanki.server.commands.handlers.FriendsHandler::friendRemoveNewAccepted
2025-11-24 10:41:37.065 DEBUG [main @coroutine#1] jp.assasans.protanki.server.commands.CommandRegistry - Discovered command handler: Lobby::FriendRemoveNewIncoming -> jp.assasans.protanki.server.commands.handlers.FriendsHandler::friendRemoveNewIncoming
2025-11-24 10:41:37.065 DEBUG [main @coroutine#1] jp.assasans.protanki.server.commands.CommandRegistry - Discovered command handler: Lobby::FriendRemove -> jp.assasans.protanki.server.commands.handlers.FriendsHandler::removeFriend
2025-11-24 10:41:37.065 DEBUG [main @coroutine#1] jp.assasans.protanki.server.commands.CommandRegistry - Discovered command handler: Lobby::SendFriendRequest -> jp.assasans.protanki.server.commands.handlers.FriendsHandler::sendFriendRequest
2025-11-24 10:41:37.065 DEBUG [main @coroutine#1] jp.assasans.protanki.server.commands.CommandRegistry - Discovered command handler: Lobby::ShowFriendsList -> jp.assasans.protanki.server.commands.handlers.FriendsHandler::showFriendsList
2025-11-24 10:41:37.065 DEBUG [main @coroutine#1] jp.assasans.protanki.server.Server - Registered command handler: FriendsHandler
2025-11-24 10:41:37.066 DEBUG [main @coroutine#1] jp.assasans.protanki.server.commands.CommandRegistry - Discovered command handler: System::DependenciesLoaded -> jp.assasans.protanki.server.commands.handlers.SystemHandler::dependenciesLoaded
2025-11-24 10:41:37.067 DEBUG [main @coroutine#1] jp.assasans.protanki.server.commands.CommandRegistry - Discovered command handler: Lobby::Error -> jp.assasans.protanki.server.commands.handlers.SystemHandler::error
2025-11-24 10:41:37.067 DEBUG [main @coroutine#1] jp.assasans.protanki.server.commands.CommandRegistry - Discovered command handler: System::GetAesData -> jp.assasans.protanki.server.commands.handlers.SystemHandler::getAesData
2025-11-24 10:41:37.067 DEBUG [main @coroutine#1] jp.assasans.protanki.server.Server - Registered command handler: SystemHandler
2025-11-24 10:41:37.068 DEBUG [main @coroutine#1] jp.assasans.protanki.server.commands.CommandRegistry - Discovered command handler: Battle::SendBattleChatMessageServer -> jp.assasans.protanki.server.commands.handlers.BattleChatHandler::sendBattleChatMessageServer
2025-11-24 10:41:37.069 DEBUG [main @coroutine#1] jp.assasans.protanki.server.Server - Registered command handler: BattleChatHandler
2025-11-24 10:41:37.070 DEBUG [main @coroutine#1] jp.assasans.protanki.server.commands.CommandRegistry - Discovered command handler: Lobby::CheckPasswordIsSet -> jp.assasans.protanki.server.commands.handlers.SettingsHandler::checkPasswordIsSet
2025-11-24 10:41:37.070 DEBUG [main @coroutine#1] jp.assasans.protanki.server.commands.CommandRegistry - Discovered command handler: Lobby::ShowSettings -> jp.assasans.protanki.server.commands.handlers.SettingsHandler::showSettings
2025-11-24 10:41:37.070 DEBUG [main @coroutine#1] jp.assasans.protanki.server.Server - Registered command handler: SettingsHandler
2025-11-24 10:41:37.076 DEBUG [main @coroutine#1] jp.assasans.protanki.server.commands.CommandRegistry - Discovered command handler: System::ActivateInvite -> jp.assasans.protanki.server.commands.handlers.AuthHandler::activateInvite
2025-11-24 10:41:37.076 DEBUG [main @coroutine#1] jp.assasans.protanki.server.commands.CommandRegistry - Discovered command handler: Registration::CheckUsernameRegistration -> jp.assasans.protanki.server.commands.handlers.AuthHandler::checkUsernameRegistration
2025-11-24 10:41:37.076 DEBUG [main @coroutine#1] jp.assasans.protanki.server.commands.CommandRegistry - Discovered command handler: Auth::Login -> jp.assasans.protanki.server.commands.handlers.AuthHandler::login
2025-11-24 10:41:37.076 DEBUG [main @coroutine#1] jp.assasans.protanki.server.commands.CommandRegistry - Discovered command handler: Auth::LoginByHash -> jp.assasans.protanki.server.commands.handlers.AuthHandler::loginByHash
2025-11-24 10:41:37.076 DEBUG [main @coroutine#1] jp.assasans.protanki.server.commands.CommandRegistry - Discovered command handler: Registration::RegisterUser -> jp.assasans.protanki.server.commands.handlers.AuthHandler::registerUser
2025-11-24 10:41:37.076 DEBUG [main @coroutine#1] jp.assasans.protanki.server.Server - Registered command handler: AuthHandler
2025-11-24 10:41:37.078 DEBUG [main @coroutine#1] jp.assasans.protanki.server.commands.CommandRegistry - Discovered command handler: Battle::DropFlag -> jp.assasans.protanki.server.commands.handlers.CtfBattleHandler::dropFlag
2025-11-24 10:41:37.078 DEBUG [main @coroutine#1] jp.assasans.protanki.server.commands.CommandRegistry - Discovered command handler: Battle::TriggerFlag -> jp.assasans.protanki.server.commands.handlers.CtfBattleHandler::triggerFlag
2025-11-24 10:41:37.078 DEBUG [main @coroutine#1] jp.assasans.protanki.server.Server - Registered command handler: CtfBattleHandler
2025-11-24 10:41:37.094 DEBUG [main @coroutine#1] jp.assasans.protanki.server.commands.CommandRegistry - Discovered command handler: Lobby::ExitFromBattle -> jp.assasans.protanki.server.commands.handlers.BattleHandler::exitFromBattle
2025-11-24 10:41:37.094 DEBUG [main @coroutine#1] jp.assasans.protanki.server.commands.CommandRegistry - Discovered command handler: Battle::FullMove -> jp.assasans.protanki.server.commands.handlers.BattleHandler::fullMove
2025-11-24 10:41:37.094 DEBUG [main @coroutine#1] jp.assasans.protanki.server.commands.CommandRegistry - Discovered command handler: Battle::GetInitDataLocalTank -> jp.assasans.protanki.server.commands.handlers.BattleHandler::getInitDataLocalTank
2025-11-24 10:41:37.094 DEBUG [main @coroutine#1] jp.assasans.protanki.server.commands.CommandRegistry - Discovered command handler: Battle::Move -> jp.assasans.protanki.server.commands.handlers.BattleHandler::move
2025-11-24 10:41:37.094 DEBUG [main @coroutine#1] jp.assasans.protanki.server.commands.CommandRegistry - Discovered command handler: Battle::MovementControl -> jp.assasans.protanki.server.commands.handlers.BattleHandler::movementControl
2025-11-24 10:41:37.094 DEBUG [main @coroutine#1] jp.assasans.protanki.server.commands.CommandRegistry - Discovered command handler: Battle::Ping -> jp.assasans.protanki.server.commands.handlers.BattleHandler::ping
2025-11-24 10:41:37.094 DEBUG [main @coroutine#1] jp.assasans.protanki.server.commands.CommandRegistry - Discovered command handler: Battle::ReadyToRespawn -> jp.assasans.protanki.server.commands.handlers.BattleHandler::readyToRespawn
2025-11-24 10:41:37.094 DEBUG [main @coroutine#1] jp.assasans.protanki.server.commands.CommandRegistry - Discovered command handler: Battle::ReadyToSpawn -> jp.assasans.protanki.server.commands.handlers.BattleHandler::readyToSpawn
2025-11-24 10:41:37.094 DEBUG [main @coroutine#1] jp.assasans.protanki.server.commands.CommandRegistry - Discovered command handler: Battle::RotateTurret -> jp.assasans.protanki.server.commands.handlers.BattleHandler::rotateTurret
2025-11-24 10:41:37.094 DEBUG [main @coroutine#1] jp.assasans.protanki.server.commands.CommandRegistry - Discovered command handler: Battle::SelfDestruct -> jp.assasans.protanki.server.commands.handlers.BattleHandler::selfDestruct
2025-11-24 10:41:37.095 DEBUG [main @coroutine#1] jp.assasans.protanki.server.commands.CommandRegistry - Discovered command handler: Battle::TriggerMine -> jp.assasans.protanki.server.commands.handlers.BattleHandler::triggerMine
2025-11-24 10:41:37.095 DEBUG [main @coroutine#1] jp.assasans.protanki.server.Server - Registered command handler: BattleHandler
2025-11-24 10:41:37.097 DEBUG [main @coroutine#1] jp.assasans.protanki.server.commands.CommandRegistry - Discovered command handler: Lobby::OpenStore -> jp.assasans.protanki.server.commands.handlers.StoreHandler::openStore
2025-11-24 10:41:37.097 DEBUG [main @coroutine#1] jp.assasans.protanki.server.commands.CommandRegistry - Discovered command handler: Lobby::StoreTryBuyItem -> jp.assasans.protanki.server.commands.handlers.StoreHandler::storeTryBuyItem
2025-11-24 10:41:37.097 DEBUG [main @coroutine#1] jp.assasans.protanki.server.Server - Registered command handler: StoreHandler
2025-11-24 10:41:37.251 INFO  [main @coroutine#1] org.hibernate.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: jp.assasans.protanki.server]
2025-11-24 10:41:37.297 INFO  [main @coroutine#1] org.hibernate.Version - HHH000412: Hibernate ORM core version 6.0.0.Final
2025-11-24 10:41:37.650 INFO  [main @coroutine#1] org.hibernate.engine.jdbc.connections.internal.ConnectionProviderInitiator - HHH000130: Instantiating explicit connection provider: org.hibernate.hikaricp.internal.HikariCPConnectionProvider
2025-11-24 10:41:37.661 INFO  [main @coroutine#1] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2025-11-24 10:41:38.150 INFO  [main @coroutine#1] com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@1280682
2025-11-24 10:41:38.153 INFO  [main @coroutine#1] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2025-11-24 10:41:38.246 INFO  [main @coroutine#1] SQL dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQLDialect
2025-11-24 10:41:38.624 INFO  [main @coroutine#1] org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 7.0.4.Final
2025-11-24 10:41:40.336 INFO  [main @coroutine#1] org.hibernate.engine.transaction.jta.platform.internal.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2025-11-24 10:41:40.875 INFO  [main @coroutine#1] jp.assasans.protanki.server.SocketServer - Started TCP server on InetSocketAddress(hostname=0:0:0:0:0:0:0:0, port=1337)
2025-11-24 10:41:40.881 INFO  [main @coroutine#1] jp.assasans.protanki.server.Server - Server started
2025-11-24 10:41:40.989 INFO  [main @coroutine#5] ktor.application - Autoreload is disabled because the development mode is off.
2025-11-24 10:41:41.039 INFO  [main @coroutine#5] ktor.application - Application auto-reloaded in 0.049 seconds.
2025-11-24 10:41:41.361 INFO  [DefaultDispatcher-worker-1 @coroutine#12] ktor.application - Responding at http://0.0.0.0:8080
2025-11-24 10:41:41.362 INFO  [main @coroutine#5] jp.assasans.protanki.server.resources.ResourceServer - Started resource server
2025-11-24 10:41:41.365 INFO  [main @coroutine#6] ktor.application - Autoreload is disabled because the development mode is off.
2025-11-24 10:41:41.380 INFO  [main @coroutine#6] ktor.application - Application auto-reloaded in 0.015 seconds.
2025-11-24 10:41:41.454 INFO  [DefaultDispatcher-worker-1 @coroutine#13] ktor.application - Responding at http://0.0.0.0:8081
2025-11-24 10:41:41.454 INFO  [main @coroutine#6] jp.assasans.protanki.server.api.WebApiServer - Started web API server
2025-11-24 10:41:45.596 DEBUG [main @coroutine#17] jp.assasans.protanki.server.commands.handlers.SystemHandler - Initialized client locale: EN
2025-11-24 10:41:45.618 DEBUG [main @coroutine#18] jp.assasans.protanki.server.client.ClientDependency - Waiting for dependency 1 to load...
2025-11-24 10:41:45.634 DEBUG [main @coroutine#19] jp.assasans.protanki.server.client.ClientDependency - Marked dependency 1 as loaded
2025-11-24 10:41:45.638 DEBUG [main @coroutine#18] jp.assasans.protanki.server.client.ClientDependency - Waiting for dependency 2 to load...
2025-11-24 10:41:47.996 DEBUG [main @coroutine#20] jp.assasans.protanki.server.client.ClientDependency - Marked dependency 2 as loaded
2025-11-24 10:41:57.563 DEBUG [main @coroutine#21] jp.assasans.protanki.server.client.ClientDependency - Waiting for dependency 3 to load...
2025-11-24 10:41:57.598 DEBUG [main @coroutine#23] jp.assasans.protanki.server.client.ClientDependency - Marked dependency 3 as loaded
2025-11-24 10:41:58.385 DEBUG [main @coroutine#24] jp.assasans.protanki.server.commands.handlers.LobbyHandler - Select battle 493202bf695cc88b -> Damage test
2025-11-24 10:42:12.117 DEBUG [main @coroutine#27] jp.assasans.protanki.server.client.ClientDependency - Waiting for dependency 4 to load...
2025-11-24 10:42:12.185 DEBUG [main @coroutine#29] jp.assasans.protanki.server.client.ClientDependency - Marked dependency 4 as loaded
2025-11-24 10:42:12.186 DEBUG [main @coroutine#27] jp.assasans.protanki.server.client.ClientDependency - Waiting for dependency 5 to load...
2025-11-24 10:42:12.212 DEBUG [main @coroutine#30] jp.assasans.protanki.server.client.ClientDependency - Marked dependency 5 as loaded
2025-11-24 10:42:12.213 DEBUG [main @coroutine#27] jp.assasans.protanki.server.client.ClientDependency - Waiting for dependency 6 to load...
2025-11-24 10:42:12.230 DEBUG [main @coroutine#31] jp.assasans.protanki.server.client.ClientDependency - Marked dependency 6 as loaded
2025-11-24 10:42:12.485 DEBUG [main @coroutine#33] jp.assasans.protanki.server.commands.handlers.BattleHandler - Init battle for OpenAI...
2025-11-24 10:42:12.550 INFO  [main @coroutine#33] jp.assasans.protanki.server.battles.BattlePlayer - Load stage 2 for OpenAI
2025-11-24 10:42:12.568 DEBUG [main @coroutine#33] jp.assasans.protanki.server.battles.BattleTank - Spawn point: Vector3(2750.0, -500.0, 200.0), Quaternion(-0.145, 0.397, 0.31, 0.852)
2025-11-24 10:42:15.684 DEBUG [main @coroutine#41] jp.assasans.protanki.server.battles.BattleTank - Updating health for tank OpenAI (player: OpenAI): 2000.0 HP / 2000.0 HP -> 10000
2025-11-24 10:42:19.411 DEBUG [main @coroutine#76] jp.assasans.protanki.server.battles.effect.TankEffect - Activated effect NitroEffect for tank OpenAI (player: OpenAI)
2025-11-24 10:42:21.119 DEBUG [main @coroutine#93] jp.assasans.protanki.server.commands.handlers.CtfBattleHandler - Triggered flag Blue, state: FlagOnPedestalState
2025-11-24 10:42:21.122 DEBUG [main @coroutine#93] jp.assasans.protanki.server.commands.handlers.CtfBattleHandler - Captured Blue flag by OpenAI
2025-11-24 10:42:25.440 DEBUG [main @coroutine#133] jp.assasans.protanki.server.commands.handlers.CtfBattleHandler - Triggered flag Red, state: FlagOnPedestalState
2025-11-24 10:42:25.645 DEBUG [main @coroutine#133] jp.assasans.protanki.server.commands.handlers.CtfBattleHandler - Delivered Blue flag -> Red pedestal by OpenAI
2025-11-24 10:42:30.228 DEBUG [main @coroutine#177] jp.assasans.protanki.server.commands.handlers.CtfBattleHandler - Triggered flag Blue, state: FlagOnPedestalState
2025-11-24 10:42:30.228 DEBUG [main @coroutine#177] jp.assasans.protanki.server.commands.handlers.CtfBattleHandler - Captured Blue flag by OpenAI
2025-11-24 10:42:34.711 DEBUG [main @coroutine#218] jp.assasans.protanki.server.commands.handlers.CtfBattleHandler - Triggered flag Red, state: FlagOnPedestalState
2025-11-24 10:42:34.908 DEBUG [main @coroutine#218] jp.assasans.protanki.server.commands.handlers.CtfBattleHandler - Delivered Blue flag -> Red pedestal by OpenAI
2025-11-24 10:42:38.968 DEBUG [main @coroutine#254] jp.assasans.protanki.server.commands.handlers.CtfBattleHandler - Triggered flag Blue, state: FlagOnPedestalState
2025-11-24 10:42:38.968 DEBUG [main @coroutine#254] jp.assasans.protanki.server.commands.handlers.CtfBattleHandler - Captured Blue flag by OpenAI
2025-11-24 10:42:43.292 DEBUG [main @coroutine#292] jp.assasans.protanki.server.commands.handlers.CtfBattleHandler - Triggered flag Red, state: FlagOnPedestalState
2025-11-24 10:42:43.294 DEBUG [main @coroutine#292] jp.assasans.protanki.server.battles.Battle - Battle 7680b172da93ce5e: CaptureTheFlag score limit reached for team Red (3/3)
2025-11-24 10:42:43.379 DEBUG [main @coroutine#293] jp.assasans.protanki.server.battles.Battle - Finished battle 7680b172da93ce5e
2025-11-24 10:42:43.495 DEBUG [main @coroutine#292] jp.assasans.protanki.server.commands.handlers.CtfBattleHandler - Delivered Blue flag -> Red pedestal by OpenAI
2025-11-24 10:42:47.164 DEBUG [main @coroutine#303] jp.assasans.protanki.server.client.ClientDependency - Waiting for dependency 7 to load...
2025-11-24 10:42:47.171 DEBUG [main @coroutine#304] jp.assasans.protanki.server.client.ClientDependency - Marked dependency 7 as loaded
2025-11-24 10:42:47.181 DEBUG [main @coroutine#303] jp.assasans.protanki.server.commands.handlers.BattleHandler - Select battle 7680b172da93ce5e -> Остров CTF
2025-11-24 10:42:53.394 DEBUG [main @coroutine#293] jp.assasans.protanki.server.battles.Battle - Restarted battle 7680b172da93ce5e
2025-11-24 10:42:55.453 DEBUG [main @coroutine#307] jp.assasans.protanki.server.commands.handlers.LobbyHandler - Select battle 493202bf695cc88b -> Damage test
2025-11-24 10:42:55.901 DEBUG [main @coroutine#308] jp.assasans.protanki.server.commands.handlers.LobbyHandler - Select battle 7680b172da93ce5e -> Остров CTF
2025-11-24 10:42:57.702 DEBUG [main @coroutine#309] jp.assasans.protanki.server.client.ClientDependency - Waiting for dependency 8 to load...
2025-11-24 10:42:57.735 DEBUG [main @coroutine#312] jp.assasans.protanki.server.client.ClientDependency - Marked dependency 8 as loaded
2025-11-24 10:42:57.735 DEBUG [main @coroutine#309] jp.assasans.protanki.server.client.ClientDependency - Waiting for dependency 9 to load...
2025-11-24 10:42:57.756 DEBUG [main @coroutine#313] jp.assasans.protanki.server.client.ClientDependency - Marked dependency 9 as loaded
2025-11-24 10:42:57.756 DEBUG [main @coroutine#309] jp.assasans.protanki.server.client.ClientDependency - Waiting for dependency 10 to load...
2025-11-24 10:42:57.773 DEBUG [main @coroutine#314] jp.assasans.protanki.server.client.ClientDependency - Marked dependency 10 as loaded
2025-11-24 10:42:57.842 DEBUG [main @coroutine#316] jp.assasans.protanki.server.commands.handlers.BattleHandler - Init battle for OpenAI...
2025-11-24 10:42:57.845 INFO  [main @coroutine#316] jp.assasans.protanki.server.battles.BattlePlayer - Load stage 2 for OpenAI
2025-11-24 10:42:57.845 DEBUG [main @coroutine#316] jp.assasans.protanki.server.battles.BattleTank - Spawn point: Vector3(1000.0, -2250.0, 200.0), Quaternion(-0.542, 0.542, 0.455, 0.455)
2025-11-24 10:43:01.028 DEBUG [main @coroutine#324] jp.assasans.protanki.server.client.ClientDependency - Waiting for dependency 11 to load...
2025-11-24 10:43:01.035 DEBUG [main @coroutine#325] jp.assasans.protanki.server.client.ClientDependency - Marked dependency 11 as loaded
2025-11-24 10:43:01.043 DEBUG [main @coroutine#324] jp.assasans.protanki.server.commands.handlers.BattleHandler - Select battle 7680b172da93ce5e -> Остров CTF
2025-11-24 10:43:53.407 DEBUG [main @coroutine#306] jp.assasans.protanki.server.battles.Battle - Battle 7680b172da93ce5e: time limit reached (60 s), finish by time [CaptureTheFlag]
2025-11-24 10:43:53.407 DEBUG [main @coroutine#306] jp.assasans.protanki.server.battles.Battle - Finished battle 7680b172da93ce5e
2025-11-24 10:44:00.712 DEBUG [main @coroutine#327] jp.assasans.protanki.server.commands.handlers.LobbyHandler - Select battle 493202bf695cc88b -> Damage test
2025-11-24 10:44:01.186 DEBUG [main @coroutine#328] jp.assasans.protanki.server.commands.handlers.LobbyHandler - Select battle 493202bf695cc88b -> Damage test
2025-11-24 10:44:01.659 DEBUG [main @coroutine#329] jp.assasans.protanki.server.commands.handlers.LobbyHandler - Select battle 7680b172da93ce5e -> Остров CTF
2025-11-24 10:44:03.416 DEBUG [main @coroutine#306] jp.assasans.protanki.server.battles.Battle - Restarted battle 7680b172da93ce5e
2025-11-24 10:44:40.584 DEBUG [main @coroutine#334] jp.assasans.protanki.server.commands.handlers.SystemHandler - Initialized client locale: EN
2025-11-24 10:44:40.588 DEBUG [main @coroutine#335] jp.assasans.protanki.server.client.ClientDependency - Waiting for dependency 1 to load...
2025-11-24 10:44:40.598 DEBUG [main @coroutine#336] jp.assasans.protanki.server.client.ClientDependency - Marked dependency 1 as loaded
2025-11-24 10:44:40.599 DEBUG [main @coroutine#335] jp.assasans.protanki.server.client.ClientDependency - Waiting for dependency 2 to load...
2025-11-24 10:44:43.444 DEBUG [main @coroutine#337] jp.assasans.protanki.server.client.ClientDependency - Marked dependency 2 as loaded
2025-11-24 10:44:48.039 DEBUG [main @coroutine#338] jp.assasans.protanki.server.client.ClientDependency - Waiting for dependency 3 to load...
2025-11-24 10:44:48.106 DEBUG [main @coroutine#340] jp.assasans.protanki.server.client.ClientDependency - Marked dependency 3 as loaded
2025-11-24 10:44:48.712 DEBUG [main @coroutine#341] jp.assasans.protanki.server.commands.handlers.LobbyHandler - Select battle 493202bf695cc88b -> Damage test
2025-11-24 10:44:57.829 DEBUG [main @coroutine#342] jp.assasans.protanki.server.commands.handlers.LobbyHandler - Switch to garage
2025-11-24 10:44:57.844 DEBUG [main @coroutine#342] jp.assasans.protanki.server.client.ClientDependency - Waiting for dependency 4 to load...
2025-11-24 10:44:57.855 DEBUG [main @coroutine#343] jp.assasans.protanki.server.client.ClientDependency - Marked dependency 4 as loaded
2025-11-24 10:44:58.010 INFO  [main @coroutine#342] jp.assasans.protanki.server.client.UserSocket - InitGarageMarket JSON: {"items":[{"id":"flamethrower","index":7,"type":1,"category":"weapon","isInventory":false,"name":"Firebird","description":"When battles take place in close quarters, there is no better weapon than a firebird. This is a weapon of mass annihilation which can and will melt down any tank and its crew in no time. It is highly effective in confined spaces against slow moving tanks. Firebird is relatively slow when it comes to recharging but you can also shoot with a partially recharged gun.","rank":1,
2025-11-24 10:45:03.431 DEBUG [main @coroutine#330] jp.assasans.protanki.server.battles.Battle - Battle 7680b172da93ce5e: time limit reached (60 s), finish by time [CaptureTheFlag]
2025-11-24 10:45:03.431 DEBUG [main @coroutine#330] jp.assasans.protanki.server.battles.Battle - Finished battle 7680b172da93ce5e
2025-11-24 10:45:04.779 DEBUG [main @coroutine#345] jp.assasans.protanki.server.commands.handlers.StoreHandler - Player 123 bought crystals_pack_3 (payment method: Freekassa)
2025-11-24 10:45:13.443 DEBUG [main @coroutine#330] jp.assasans.protanki.server.battles.Battle - Restarted battle 7680b172da93ce5e
2025-11-24 10:45:13.718 DEBUG [DefaultDispatcher-worker-3 @coroutine#347] jp.assasans.protanki.server.commands.handlers.GarageHandler - Bought 1000_scores (count: 999, 999000 XP, 1998000 crystals)
2025-11-24 10:45:13.786 DEBUG [main @coroutine#347] jp.assasans.protanki.server.client.ClientDependency - Waiting for dependency 5 to load...
2025-11-24 10:45:13.866 DEBUG [main @coroutine#348] jp.assasans.protanki.server.client.ClientDependency - Marked dependency 5 as loaded
